Station,Day(Local_Date),Rain(mm),Tmean(C),Tmax(C),Tmin(C),Tgmin(C),VapPress(hPa)
2283,2014 Sep 19,9.2,12.7,15.8,9.6,7.4,12.7
24120,2014 Sep 19,0.0,12.7,20.3,5.5,-,7.4
24976,2014 Sep 19,15.4,13.1,18.8,9.4,5.3,11.5
3445,2014 Sep 19,5.1,13.2,15.6,10.7,-,11.0
4271,2014 Sep 19,1.6,11.9,17.0,6.7,1.0,10.8
5451,2014 Sep 19,1.4,7.5,12.6,2.3,-2.2,7.3
11104,2014 Sep 20,1.8,6.4,12.9,-0.2,-2.3,7.7
18183,2014 Sep 20,18.2,12.6,16.5,8.9,8.0,12.2
1962,2014 Sep 20,15.0,12.6,16.1,9.1,7.7,11.3
2283,2014 Sep 20,8.2,7.7,13.2,2.2,0.4,9.6
24120,2014 Sep 20,0.1,9.1,16.2,1.0,-,6.8
24976,2014 Sep 20,0.0,12.3,17.7,7.0,2.9,8.2
3445,2014 Sep 20,9.2,9.0,11.3,6.7,-,9.1
4271,2014 Sep 20,6.4,8.9,13.0,4.8,-0.1,8.4
5451,2014 Sep 20,0.0,5.7,12.7,-1.4,-4.3,6.2
11104,2014 Sep 21,20.0,6.0,10.0,2.0,-0.2,7.9
18183,2014 Sep 21,5.8,12.2,15.1,9.4,8.3,10.9
1962,2014 Sep 21,14.2,10.2,14.0,6.4,5.8,10.7
2283,2014 Sep 21,4.2,8.0,14.4,1.5,-0.2,9.2
24120,2014 Sep 21,5.4,8.7,13.7,5.5,-,8.5
24976,2014 Sep 21,1.4,10.0,16.6,5.2,1.4,8.5
3445,2014 Sep 21,0.6,9.6,12.6,6.6,-,9.0
4271,2014 Sep 21,0.0,8.8,14.5,3.1,-1.4,8.5
5451,2014 Sep 21,6.6,6.5,9.9,3.1,-0.4,7.0
11104,2014 Sep 22,0.0,6.6,9.4,3.7,1.7,6.5
18183,2014 Sep 22,2.6,12.8,15.1,11.0,9.2,11.0
1962,2014 Sep 22,9.4,11.0,14.1,7.8,5.5,10.0
2283,2014 Sep 22,12.6,9.5,12.8,6.1,2.7,9.2
24120,2014 Sep 22,3.8,6.4,9.1,2.5,-,7.2
24976,2014 Sep 22,13.0,8.3,14.1,4.3,3.2,8.1
3445,2014 Sep 22,3.4,9.2,12.1,6.2,-,8.3
4271,2014 Sep 22,2.6,9.3,14.4,4.1,-2.6,6.5
5451,2014 Sep 22,2.2,4.2,8.2,0.1,-3.6,5.8
11104,2014 Sep 23,0.0,6.6,12.4,0.8,-1.2,9.7
18183,2014 Sep 23,0.0,13.0,16.6,8.7,5.8,10.9
1962,2014 Sep 23,0.0,10.3,16.1,4.4,3.2,10.3
2283,2014 Sep 23,0.0,8.4,15.0,1.8,-0.9,10.0
24120,2014 Sep 23,0.0,10.0,23.0,-0.1,-,7.8
24976,2014 Sep 23,1.3,10.7,18.9,5.1,3.1,8.0
3445,2014 Sep 23,0.2,9.8,15.3,4.2,-,9.3
4271,2014 Sep 23,0.0,10.1,18.7,1.5,-3.8,7.7
5451,2014 Sep 23,0.0,8.6,17.9,-0.7,-3.9,6.4
11104,2014 Sep 24,0.0,10.7,15.5,5.8,1.7,10.4
18183,2014 Sep 24,0.0,13.8,17.3,11.3,8.8,12.3
1962,2014 Sep 24,0.0,14.5,16.5,12.4,10.5,13.1
2283,2014 Sep 24,0.0,11.6,17.4,5.7,2.2,11.8
24120,2014 Sep 24,0.0,11.6,19.3,4.6,-,9.6
24976,2014 Sep 24,0.0,12.7,21.7,5.4,2.2,10.0
3445,2014 Sep 24,0.0,14.4,18.2,10.5,-,11.3
4271,2014 Sep 24,0.0,16.4,21.5,11.3,3.4,7.6
5451,2014 Sep 24,0.0,14.3,19.0,9.6,3.1,5.0
11104,2014 Sep 25,5.6,10.3,17.4,3.1,-0.2,8.8
18183,2014 Sep 25,0.0,13.0,18.1,7.8,5.8,11.6
1962,2014 Sep 25,0.0,13.5,16.5,10.4,8.1,12.0
2283,2014 Sep 25,0.0,9.4,15.1,3.6,1.2,10.9
24120,2014 Sep 25,0.0,9.8,18.5,3.1,-,10.1
24976,2014 Sep 25,0.0,13.0,19.2,7.0,4.5,11.2
3445,2014 Sep 25,0.0,13.6,16.7,10.4,-,11.0
4271,2014 Sep 25,0.0,11.8,17.5,6.0,0.1,8.9
5451,2014 Sep 25,0.0,9.4,16.5,2.3,-1.0,6.6
11104,2014 Sep 26,1.4,8.7,13.2,4.2,2.2,9.5
18183,2014 Sep 26,0.0,11.7,16.8,6.3,3.9,11.2
1962,2014 Sep 26,0.0,13.9,17.3,10.4,8.9,11.2
2283,2014 Sep 26,0.4,14.0,16.2,11.8,9.5,12.8
24120,2014 Sep 26,0.0,11.9,19.1,6.5,-,9.3
24976,2014 Sep 26,0.0,13.5,20.2,9.0,5.0,9.9
3445,2014 Sep 26,0.0,14.9,17.8,11.9,-,11.7
4271,2014 Sep 26,0.0,14.6,18.1,11.1,6.8,10.8
5451,2014 Sep 26,2.0,11.5,16.8,6.1,0.6,8.0
11104,2014 Sep 27,1.0,6.8,10.5,3.1,0.9,7.4
18183,2014 Sep 27,15.4,14.7,18.5,9.8,7.4,14.3
1962,2014 Sep 27,0.4,13.6,17.4,9.8,8.8,12.9
2283,2014 Sep 27,4.2,14.0,16.4,11.5,11.2,13.3
24120,2014 Sep 27,1.0,11.8,18.2,7.0,-,10.1
24976,2014 Sep 27,0.0,14.3,19.2,10.5,7.7,10.0
3445,2014 Sep 27,6.3,14.2,16.5,11.8,-,12.1
4271,2014 Sep 27,14.6,10.6,14.8,6.4,0.5,11.6
5451,2014 Sep 27,0.0,8.5,15.8,1.1,-2.0,6.2
11104,2014 Sep 28,0.0,7.0,11.4,2.6,-0.9,6.0
18183,2014 Sep 28,3.2,14.5,16.6,11.5,10.9,14.2
1962,2014 Sep 28,1.6,16.5,19.0,13.9,12.7,14.9
2283,2014 Sep 28,28.2,11.2,14.7,7.7,6.0,12.7
24120,2014 Sep 28,0.1,7.9,12.2,2.7,-,7.1
24976,2014 Sep 28,16.9,12.4,15.2,9.2,8.9,12.8
3445,2014 Sep 28,21.9,9.8,11.8,7.8,-,8.8
4271,2014 Sep 28,10.8,10.6,12.8,8.3,3.8,8.6
5451,2014 Sep 28,0.0,6.2,14.0,-1.7,-5.5,5.1
11104,2014 Sep 29,0.0,9.8,19.8,-0.3,-4.1,7.8
18183,2014 Sep 29,4.4,13.5,17.9,11.2,10.5,13.7
1962,2014 Sep 29,10.4,14.5,18.2,10.7,10.5,11.6
2283,2014 Sep 29,0.0,13.5,19.0,8.0,5.9,10.2
24120,2014 Sep 29,0.0,8.1,13.7,1.8,-,7.8
24976,2014 Sep 29,8.9,10.5,13.2,8.8,8.3,10.4
3445,2014 Sep 29,0.0,11.1,14.7,7.4,-,7.5
4271,2014 Sep 29,0.0,8.5,14.2,2.8,-1.2,7.6
5451,2014 Sep 29,0.0,7.8,17.6,-2.0,-5.2,5.8
11104,2014 Sep 30,0.0,14.4,21.3,7.4,3.2,9.1
18183,2014 Sep 30,0.2,14.2,18.6,11.4,10.3,12.2
1962,2014 Sep 30,0.6,13.9,17.8,10.0,9.7,11.9
2283,2014 Sep 30,0.0,11.3,16.8,5.7,4.8,11.1
24120,2014 Sep 30,0.0,11.1,15.8,7.7,-,10.0
24976,2014 Sep 30,20.4,11.5,14.8,10.0,9.6,11.6
3445,2014 Sep 30,0.0,9.4,14.6,4.1,-,8.9
4271,2014 Sep 30,0.0,9.0,14.4,3.5,-1.1,9.6
5451,2014 Sep 30,0.0,10.6,18.0,3.1,-1.7,7.1
11104,2014 Oct 01,0.0,13.0,21.2,4.8,0.0,9.6
18183,2014 Oct 01,0.0,13.5,17.1,11.0,9.3,11.7
1962,2014 Oct 01,0.0,14.5,17.9,11.0,8.7,11.3
2283,2014 Oct 01,0.0,12.7,18.8,6.5,4.1,9.7
24120,2014 Oct 01,0.0,11.7,15.6,8.5,-,11.0
24976,2014 Oct 01,12.2,11.9,14.3,10.2,8.8,11.8
3445,2014 Oct 01,0.0,9.8,14.5,5.1,-,10.2
4271,2014 Oct 01,0.0,10.6,16.2,5.0,-0.7,10.2
5451,2014 Oct 01,0.0,10.1,17.9,2.2,-1.0,7.8
11104,2014 Oct 02,5.6,11.2,16.3,6.1,5.6,10.4
18183,2014 Oct 02,2.4,13.5,16.8,11.3,9.7,12.0
1962,2014 Oct 02,3.4,14.9,17.9,11.9,10.0,12.2
2283,2014 Oct 02,5.6,10.1,14.7,5.4,4.6,12.0
24120,2014 Oct 02,0.0,13.2,19.8,8.9,-,10.1
24976,2014 Oct 02,0.0,13.5,21.2,6.4,3.9,10.6
3445,2014 Oct 02,0.9,12.7,15.0,10.4,-,11.2
4271,2014 Oct 02,2.6,11.1,15.9,6.2,-0.1,11.7
5451,2014 Oct 02,0.0,11.7,15.2,8.2,3.2,8.5
11104,2014 Oct 03,7.4,6.2,9.2,3.2,0.3,7.1
18183,2014 Oct 03,1.0,13.6,16.9,10.8,8.9,12.3
1962,2014 Oct 03,3.2,13.3,16.8,9.7,8.0,11.3
2283,2014 Oct 03,12.2,10.0,13.7,6.3,3.4,10.6
24120,2014 Oct 03,2.3,8.3,14.0,4.4,-,7.5
24976,2014 Oct 03,0.0,14.3,18.5,9.0,6.6,9.3
3445,2014 Oct 03,2.1,11.5,15.0,7.9,-,8.3
4271,2014 Oct 03,6.2,7.9,12.6,3.2,-0.3,8.9
5451,2014 Oct 03,0.6,6.5,10.1,2.8,0.2,6.1
11104,2014 Oct 04,8.2,5.6,9.1,2.1,0.1,6.8
18183,2014 Oct 04,1.6,12.4,15.3,9.9,8.3,10.3
1962,2014 Oct 04,5.8,11.1,14.6,7.5,6.5,9.5
2283,2014 Oct 04,13.6,9.0,12.1,5.9,0.6,8.5
24120,2014 Oct 04,0.0,7.3,14.2,-0.5,-,5.8
24976,2014 Oct 04,0.7,10.8,15.5,6.2,4.3,6.6
3445,2014 Oct 04,0.0,9.3,13.1,5.5,-,6.1
4271,2014 Oct 04,0.4,7.2,11.8,2.6,-0.5,7.4
5451,2014 Oct 04,0.0,6.1,9.7,2.4,-0.5,4.5
11104,2014 Oct 05,2.0,10.2,15.1,5.2,3.9,9.5
18183,2014 Oct 05,0.0,13.1,16.5,10.5,9.2,11.0
1962,2014 Oct 05,0.4,13.5,16.3,10.6,8.5,11.2
2283,2014 Oct 05,0.2,11.4,15.3,7.4,3.3,10.8
24120,2014 Oct 05,0.0,10.5,21.3,-0.3,-,6.8
24976,2014 Oct 05,0.0,11.5,19.3,3.2,-0.7,7.7
3445,2014 Oct 05,0.0,9.9,15.9,3.9,-,8.9
4271,2014 Oct 05,0.0,9.3,16.2,2.3,-1.4,8.8
5451,2014 Oct 05,6.8,9.5,15.7,3.3,-0.8,7.7
11104,2014 Oct 06,14.2,8.5,11.0,5.9,1.0,8.4
18183,2014 Oct 06,0.6,14.1,16.6,11.9,10.5,12.5
1962,2014 Oct 06,0.4,14.3,17.4,11.1,10.0,12.1
2283,2014 Oct 06,4.6,12.0,15.7,8.3,6.2,11.8
24120,2014 Oct 06,10.2,10.1,18.2,3.6,-,8.9
24976,2014 Oct 06,0.0,15.6,21.7,11.3,7.4,8.3
3445,2014 Oct 06,7.9,12.7,18.6,6.7,-,10.7
4271,2014 Oct 06,2.0,11.7,16.1,7.3,7.1,9.8
5451,2014 Oct 06,10.2,8.3,11.9,4.7,2.2,7.7
11104,2014 Oct 07,1.4,10.2,14.2,6.2,1.3,7.8
18183,2014 Oct 07,0.0,13.4,17.8,7.3,5.2,10.2
1962,2014 Oct 07,3.0,12.4,15.9,8.9,8.3,10.3
2283,2014 Oct 07,2.6,11.5,15.3,7.7,5.3,9.8
24120,2014 Oct 07,0.0,8.8,17.3,1.1,-,7.1
24976,2014 Oct 07,0.0,12.0,18.1,7.1,2.9,6.9
3445,2014 Oct 07,0.4,9.9,15.1,4.6,-,8.2
4271,2014 Oct 07,0.0,10.3,15.6,4.9,4.8,8.6
5451,2014 Oct 07,0.0,8.1,14.9,1.3,-2.5,6.3
11104,2014 Oct 08,8.6,12.1,15.9,8.3,5.0,9.7
18183,2014 Oct 08,0.0,12.2,18.0,4.4,3.0,13.1
1962,2014 Oct 08,0.0,12.9,19.3,6.5,6.4,13.1
2283,2014 Oct 08,4.4,13.9,16.5,11.3,9.8,13.8
24120,2014 Oct 08,0.0,14.8,24.4,8.5,-,8.7
24976,2014 Oct 08,0.0,15.3,23.1,6.9,5.0,9.3
3445,2014 Oct 08,0.2,14.5,17.7,11.2,-,12.5
4271,2014 Oct 08,1.0,14.2,21.0,7.3,7.2,10.7
5451,2014 Oct 08,8.8,11.3,16.5,6.0,4.8,8.5
11104,2014 Oct 09,0.8,8.1,11.5,4.6,0.6,7.8
18183,2014 Oct 09,12.6,14.2,17.1,11.8,11.5,14.9
1962,2014 Oct 09,2.8,14.6,16.5,12.7,11.6,13.4
2283,2014 Oct 09,0.0,11.8,15.4,8.1,6.4,11.7
24120,2014 Oct 09,0.9,9.6,15.0,3.0,-,8.4
24976,2014 Oct 09,1.7,15.2,20.0,9.2,6.3,12.6
3445,2014 Oct 09,0.0,13.4,18.7,8.0,-,10.3
4271,2014 Oct 09,0.0,14.2,19.9,8.5,7.3,9.3
5451,2014 Oct 09,1.0,10.2,14.8,5.5,2.3,7.4
11104,2014 Oct 10,0.0,10.4,17.1,3.7,0.4,10.1
18183,2014 Oct 10,20.0,11.0,13.1,8.6,8.0,11.8
1962,2014 Oct 10,0.0,14.5,18.5,10.4,10.8,12.4
2283,2014 Oct 10,0.0,11.1,17.4,4.8,3.2,11.1
24120,2014 Oct 10,0.0,10.5,15.9,4.3,-,9.7
24976,2014 Oct 10,0.1,11.8,18.2,6.5,3.7,11.1
3445,2014 Oct 10,0.0,11.8,15.5,8.1,-,10.4
4271,2014 Oct 10,0.0,11.3,15.6,7.0,7.0,10.8
5451,2014 Oct 10,0.0,8.5,15.1,1.9,-1.3,8.2
11104,2014 Oct 11,1.2,13.2,17.3,9.0,7.9,11.8
18183,2014 Oct 11,0.0,14.5,19.1,11.5,10.0,12.3
1962,2014 Oct 11,0.0,14.3,18.4,10.2,10.0,12.9
2283,2014 Oct 11,0.0,11.6,17.1,6.0,4.7,11.8
24120,2014 Oct 11,0.0,12.0,18.3,5.6,-,10.8
24976,2014 Oct 11,3.3,11.2,14.0,8.6,7.2,11.6
3445,2014 Oct 11,0.0,12.2,16.0,8.3,-,10.9
4271,2014 Oct 11,0.0,11.0,16.0,5.9,6.8,11.5
5451,2014 Oct 11,0.0,11.4,16.4,6.3,4.9,9.0
11104,2014 Oct 12,5.2,14.6,20.2,9.0,6.3,12.0
18183,2014 Oct 12,0.0,14.2,18.4,10.1,7.6,11.5
1962,2014 Oct 12,0.0,14.9,17.3,12.5,11.0,12.7
2283,2014 Oct 12,0.0,11.0,16.5,5.4,4.6,11.6
24120,2014 Oct 12,0.0,13.2,20.8,8.7,-,11.0
24976,2014 Oct 12,1.2,12.1,17.4,6.7,3.6,10.9
3445,2014 Oct 12,0.0,13.5,18.1,8.8,-,11.7
4271,2014 Oct 12,0.0,11.9,16.4,7.3,7.5,11.9
5451,2014 Oct 12,0.0,11.5,17.4,5.6,3.3,9.7
11104,2014 Oct 13,0.0,14.7,22.7,6.6,4.5,11.2
18183,2014 Oct 13,0.0,14.5,20.2,9.7,7.5,12.6
1962,2014 Oct 13,0.0,15.0,18.2,11.8,10.8,12.8
2283,2014 Oct 13,0.0,10.3,15.5,5.0,4.7,12.5
24120,2014 Oct 13,0.0,15.3,25.4,6.2,-,10.3
24976,2014 Oct 13,0.1,12.2,20.3,4.5,1.3,10.2
3445,2014 Oct 13,0.0,14.2,17.3,11.0,-,12.7
4271,2014 Oct 13,0.0,12.4,17.7,7.1,7.7,13.0
5451,2014 Oct 13,0.0,13.7,22.0,5.3,1.9,8.4
11104,2014 Oct 14,21.4,10.2,15.2,5.1,6.6,8.9
18183,2014 Oct 14,0.0,14.5,18.8,10.5,9.0,12.3
1962,2014 Oct 14,0.0,14.6,18.9,10.2,9.2,13.9
2283,2014 Oct 14,0.4,14.6,16.8,12.4,10.4,14.6
24120,2014 Oct 14,0.0,11.9,21.0,8.2,-,9.9
24976,2014 Oct 14,0.0,16.3,23.2,10.7,8.8,11.7
3445,2014 Oct 14,0.0,14.8,17.4,12.1,-,13.1
4271,2014 Oct 14,0.0,16.5,23.5,9.5,10.5,12.5
5451,2014 Oct 14,0.0,12.0,16.5,7.4,4.6,8.7
11104,2014 Oct 15,7.4,10.0,13.7,6.2,5.7,10.1
18183,2014 Oct 15,0.0,14.2,20.5,7.9,7.0,12.9
1962,2014 Oct 15,0.0,15.2,18.5,11.8,10.8,14.1
2283,2014 Oct 15,0.0,11.1,16.8,5.4,3.2,13.1
24120,2014 Oct 15,0.0,12.4,18.3,9.1,-,11.1
24976,2014 Oct 15,0.0,15.6,23.4,9.8,7.0,13.8
3445,2014 Oct 15,0.0,16.0,20.1,11.8,-,12.8
4271,2014 Oct 15,0.0,15.7,22.1,9.2,9.1,12.1
5451,2014 Oct 15,0.0,12.4,17.4,7.4,6.0,9.5
11104,2014 Oct 16,0.0,12.6,16.9,8.2,5.9,10.2
18183,2014 Oct 16,0.0,15.1,19.6,11.0,10.0,13.1
1962,2014 Oct 16,0.0,14.8,20.6,8.9,8.3,13.9
2283,2014 Oct 16,0.0,11.9,16.3,7.5,5.2,13.7
24120,2014 Oct 16,0.0,15.7,22.8,9.9,-,10.2
24976,2014 Oct 16,0.0,16.7,22.4,12.8,10.6,12.8
3445,2014 Oct 16,0.0,14.4,17.0,11.8,-,13.0
4271,2014 Oct 16,0.0,14.2,17.7,10.7,11.1,13.9
5451,2014 Oct 16,3.8,13.0,19.4,6.6,4.1,9.6
11104,2014 Oct 17,7.8,12.0,16.3,7.6,7.1,11.8
18183,2014 Oct 17,0.0,17.0,20.4,15.1,14.0,15.5
1962,2014 Oct 17,0.6,16.9,21.1,12.7,11.6,14.4
2283,2014 Oct 17,3.8,15.2,16.2,14.2,12.8,15.5
24120,2014 Oct 17,0.0,19.9,27.5,12.7,-,9.1
24976,2014 Oct 17,0.0,17.2,20.7,14.2,11.6,10.7
3445,2014 Oct 17,2.4,15.1,16.0,14.2,-,14.1
4271,2014 Oct 17,0.0,16.0,18.3,13.7,12.5,15.4
5451,2014 Oct 17,6.2,13.8,19.1,8.4,7.5,10.9
11104,2014 Oct 18,0.4,9.2,12.1,6.2,4.0,8.9
18183,2014 Oct 18,41.0,15.9,17.4,14.4,14.2,17.3
1962,2014 Oct 18,28.4,15.8,17.8,13.7,14.0,16.7
2283,2014 Oct 18,10.4,11.6,14.3,8.9,6.8,14.1
24120,2014 Oct 18,2.5,11.9,16.7,8.2,-,10.3
24976,2014 Oct 18,0.0,16.9,21.8,13.0,10.6,12.3
3445,2014 Oct 18,0.3,15.3,18.5,12.0,-,12.8
4271,2014 Oct 18,0.0,14.9,18.1,11.6,11.4,13.3
5451,2014 Oct 18,5.2,7.3,10.1,4.4,1.4,8.5
11104,2014 Oct 19,0.0,6.5,12.7,0.3,0.9,8.4
18183,2014 Oct 19,2.0,14.9,19.8,10.5,8.9,13.4
1962,2014 Oct 19,7.4,15.4,18.2,12.6,12.5,13.7
2283,2014 Oct 19,0.0,12.7,18.4,7.0,5.7,12.9
24120,2014 Oct 19,0.0,10.3,14.8,7.3,-,10.1
24976,2014 Oct 19,9.0,15.5,19.6,12.7,9.8,14.6
3445,2014 Oct 19,2.5,11.4,14.2,8.5,-,11.9
4271,2014 Oct 19,3.2,13.5,17.7,9.2,10.3,12.1
5451,2014 Oct 19,0.0,9.0,16.2,1.7,-0.4,7.6
11104,2014 Oct 20,5.0,9.0,11.4,6.5,3.7,7.7
18183,2014 Oct 20,0.2,13.3,17.3,9.4,7.7,11.2
1962,2014 Oct 20,0.2,14.9,16.8,13.0,11.3,12.2
2283,2014 Oct 20,0.0,11.9,15.4,8.4,6.0,11.1
24120,2014 Oct 20,0.0,12.1,23.1,6.9,-,9.2
24976,2014 Oct 20,0.6,15.4,21.3,11.4,8.3,14.2
3445,2014 Oct 20,0.1,12.2,16.0,8.3,-,11.0
4271,2014 Oct 20,0.0,12.0,17.4,6.6,7.7,9.5
5451,2014 Oct 20,6.0,8.3,12.3,4.3,1.3,6.9
11104,2014 Oct 21,3.4,9.4,13.1,5.7,4.7,10.1
18183,2014 Oct 21,0.0,13.9,18.6,8.6,6.9,12.1
1962,2014 Oct 21,0.2,15.5,18.1,12.9,11.3,13.4
2283,2014 Oct 21,0.4,12.9,16.8,8.9,7.5,13.1
24120,2014 Oct 21,0.0,10.8,17.7,2.9,-,8.3
24976,2014 Oct 21,0.0,13.6,18.4,9.3,6.6,11.4
3445,2014 Oct 21,0.0,12.6,15.0,10.2,-,9.1
4271,2014 Oct 21,1.8,13.3,17.2,9.3,10.4,11.0
5451,2014 Oct 21,0.0,7.0,14.9,-1.0,-2.9,7.6
11104,2014 Oct 22,0.6,10.7,12.8,8.6,6.9,10.0
18183,2014 Oct 22,3.6,14.1,17.8,11.9,11.2,13.7
1962,2014 Oct 22,0.0,15.9,18.8,13.0,13.3,14.1
2283,2014 Oct 22,0.0,13.9,17.8,10.0,8.5,13.3
24120,2014 Oct 22,0.0,10.9,16.5,3.8,-,9.8
24976,2014 Oct 22,0.0,13.4,18.1,9.9,6.5,11.3
3445,2014 Oct 22,0.0,11.8,16.2,7.3,-,9.9
4271,2014 Oct 22,0.0,13.9,16.9,10.9,12.0,12.5
5451,2014 Oct 22,0.0,9.6,17.8,1.3,-0.8,9.3
11104,2014 Oct 23,3.4,10.3,16.2,4.3,1.7,8.8
18183,2014 Oct 23,14.8,14.3,19.8,11.1,9.5,14.1
1962,2014 Oct 23,0.0,16.2,18.9,13.4,13.1,14.2
2283,2014 Oct 23,0.0,12.0,17.1,6.8,5.9,12.6
24120,2014 Oct 23,0.0,14.7,20.9,10.3,-,10.4
24976,2014 Oct 23,0.0,15.2,23.4,6.7,4.0,11.9
3445,2014 Oct 23,0.0,13.2,16.1,10.3,-,11.6
4271,2014 Oct 23,0.0,13.3,19.1,7.4,8.4,11.6
5451,2014 Oct 23,0.0,10.7,17.3,4.1,1.0,7.1
11104,2014 Oct 24,1.8,8.3,12.0,4.5,0.5,7.1
18183,2014 Oct 24,0.0,13.7,18.1,10.4,9.1,12.4
1962,2014 Oct 24,1.0,14.4,17.7,11.0,9.4,11.9
2283,2014 Oct 24,0.2,11.7,16.4,7.0,4.7,9.9
24120,2014 Oct 24,1.0,10.0,14.8,6.3,-,6.8
24976,2014 Oct 24,0.8,13.4,20.8,6.7,4.0,9.3
3445,2014 Oct 24,1.5,10.2,13.2,7.2,-,9.1
4271,2014 Oct 24,0.0,12.1,16.3,7.8,9.5,8.5
5451,2014 Oct 24,0.0,6.6,10.9,2.3,-1.7,5.9
11104,2014 Oct 25,0.0,8.6,15.8,1.4,-1.9,7.5
18183,2014 Oct 25,0.0,12.1,17.4,6.0,3.7,8.6
1962,2014 Oct 25,0.0,10.8,15.6,6.0,4.7,8.2
2283,2014 Oct 25,0.0,9.8,15.4,4.1,2.1,8.8
24120,2014 Oct 25,0.0,10.2,15.2,2.5,-,8.5
24976,2014 Oct 25,2.5,9.6,16.2,5.3,2.6,8.6
3445,2014 Oct 25,0.0,11.5,15.0,7.9,-,8.8
4271,2014 Oct 25,0.0,9.8,16.1,3.5,5.8,9.2
5451,2014 Oct 25,0.0,8.6,18.4,-1.3,-4.0,6.0
11104,2014 Oct 26,2.4,9.3,12.0,6.6,4.6,8.3
18183,2014 Oct 26,0.0,11.5,16.6,5.7,4.5,9.3
1962,2014 Oct 26,0.0,13.4,17.0,9.8,9.1,11.4
2283,2014 Oct 26,0.0,12.6,15.9,9.2,6.3,10.9
24120,2014 Oct 26,0.0,13.1,26.4,5.3,-,9.3
24976,2014 Oct 26,0.0,12.1,21.1,3.7,0.6,9.4
3445,2014 Oct 26,0.1,14.1,16.9,11.2,-,10.4
4271,2014 Oct 26,0.0,13.7,18.0,9.4,9.1,9.4
5451,2014 Oct 26,0.0,10.6,14.1,7.1,5.5,8.4
11104,2014 Oct 27,2.0,7.1,11.0,3.2,0.6,7.1
18183,2014 Oct 27,0.0,14.3,19.3,9.3,5.9,13.3
1962,2014 Oct 27,5.8,16.0,18.8,13.2,11.5,12.9
2283,2014 Oct 27,21.2,11.1,14.6,7.6,5.8,14.7
24120,2014 Oct 27,1.5,9.6,13.0,6.8,-,8.7
24976,2014 Oct 27,13.0,13.6,19.2,9.1,8.0,11.4
3445,2014 Oct 27,19.8,12.1,14.1,10.0,-,11.2
4271,2014 Oct 27,7.4,14.4,18.1,10.7,12.8,12.8
5451,2014 Oct 27,0.0,8.1,12.8,3.3,-1.0,6.6
11104,2014 Oct 28,0.2,7.9,15.0,0.8,-1.9,8.2
18183,2014 Oct 28,5.0,16.9,20.7,14.8,13.7,17.9
1962,2014 Oct 28,14.2,17.0,20.4,13.6,14.1,17.7
2283,2014 Oct 28,10.6,12.3,16.8,7.7,5.6,14.7
24120,2014 Oct 28,0.0,11.4,15.4,8.5,-,9.9
24976,2014 Oct 28,4.3,15.1,20.5,11.0,11.8,13.5
3445,2014 Oct 28,1.2,11.5,17.6,5.3,-,11.8
4271,2014 Oct 28,0.4,13.1,15.9,10.2,11.2,11.6
5451,2014 Oct 28,0.0,9.1,17.9,0.3,-3.1,7.3
11104,2014 Oct 29,3.0,10.7,16.0,5.4,1.5,8.8
18183,2014 Oct 29,4.6,16.3,17.8,14.2,13.9,17.4
1962,2014 Oct 29,9.0,13.8,18.9,8.6,9.3,16.3
2283,2014 Oct 29,9.0,12.8,17.4,8.1,7.2,14.4
24120,2014 Oct 29,0.0,14.6,21.0,7.8,-,6.6
24976,2014 Oct 29,0.0,19.8,24.0,14.8,11.8,12.6
3445,2014 Oct 29,0.1,14.3,16.1,12.5,-,11.6
4271,2014 Oct 29,5.0,11.7,17.2,6.2,8.8,11.0
5451,2014 Oct 29,12.6,9.0,14.0,3.9,2.1,7.5
11104,2014 Oct 30,3.0,11.2,14.7,7.6,6.3,10.2
18183,2014 Oct 30,0.2,14.6,17.2,11.5,9.6,11.8
1962,2014 Oct 30,5.4,12.9,16.7,9.1,9.5,11.8
2283,2014 Oct 30,3.8,12.5,16.1,8.9,7.4,11.9
24120,2014 Oct 30,0.0,12.9,21.4,5.0,-,8.7
24976,2014 Oct 30,0.6,15.6,21.9,10.5,7.8,8.8
3445,2014 Oct 30,0.0,13.4,19.0,7.8,-,9.1
4271,2014 Oct 30,0.0,12.2,18.8,5.6,8.1,9.1
5451,2014 Oct 30,0.8,12.1,17.9,6.3,2.6,7.7
11104,2014 Oct 31,0.4,9.4,12.6,6.1,2.8,8.1
18183,2014 Oct 31,0.0,14.1,18.0,9.5,6.5,12.8
1962,2014 Oct 31,0.0,15.6,18.9,12.2,10.8,13.5
2283,2014 Oct 31,0.2,14.2,16.3,12.1,10.8,14.0
24120,2014 Oct 31,0.0,12.8,20.0,8.4,-,9.3
24976,2014 Oct 31,0.0,15.7,22.0,8.9,6.7,9.5
3445,2014 Oct 31,0.0,14.8,19.3,10.2,-,11.5
4271,2014 Oct 31,0.0,14.7,20.3,9.0,9.5,10.2
5451,2014 Oct 31,0.2,9.8,14.3,5.3,2.0,7.1
11104,2014 Nov 01,0.0,14.1,22.0,6.1,3.0,10.2
18183,2014 Nov 01,0.0,16.4,19.4,13.2,11.6,16.9
1962,2014 Nov 01,0.0,16.6,18.9,14.3,13.7,15.4
2283,2014 Nov 01,0.0,13.3,16.7,9.9,7.6,13.1
24120,2014 Nov 01,0.0,16.1,26.8,8.0,-,9.6
24976,2014 Nov 01,0.0,15.8,23.1,8.4,6.2,11.6
